Title,description,Annotator,Category,Sentiment
Biden calls out Musk over a published report that the Tesla CEO once worked in the US illegally,President Joe Biden slammed Elon Musk for hypocrisy on immigration after a published report that the Tesla CEO once worked illegally in the United States...,Allenna,Personality/Character,Positive
"Facebook Censored Hunter Biden Laptop Story To Gain Favor With Biden-Harris Admin, House Report Says","Facebook execs planned to censor The New York Posts Hunter Bidens laptop story to please an anticipated Biden-Harris administration, a House report found.",Allenna,Personality/Character,Positive
"Biden, Cyprus president discuss administration push to win cease-fires in Gaza and Lebanon",President Joe Biden and Cypriot President Nikos Christodoulides have discussed a new effort by the U.S. administration and mediators in the Middle East to forge cease-fires to end fighting in Lebanon and Gaza,Allenna,Foreign Policy & Relations,Positive
Harris has no current plans to campaign with Biden before Election Day,"With just two weeks left in the 2024 campaign, there currently are no plans for Kamala Harris to appear on the trail with Joe Biden before Election Day.",Allenna,Election,Negative
"In major reversal, Biden reportedly OKs use of U.S. arms by Ukraine to strike inside Russia","The move, widely reported in the U.S. but not confirmed by the White House or State Department, follows months of pleas by Ukrainian President Volodymyr Zelenskyy to allow Ukraines military to use U.S. weapons to hit Russian military targets far from its bor",Allenna,Foreign Policy & Relations,Neutral
Trump: Kamala Harriss Hurricane Helene Response Was a Disgrace,"Former President Donald Trump criticized Vice President Kamala Harris for the Biden-Harris administrations response to Hurricane Helene, noting that it was a disgrace.The post Trump: Kamala Harriss Hurricane Helene Response Was a Disgrace appeared firs",Allenna,Domestic Affairs & Policy,Negative
"GOP Demands Biden, Harris Launch Probe into Twice-Deported Illegal Alien Accused of Killing Grayson Davis","Republicans are demanding President Joe Biden and Vice President Kamala Harriss Department of Homeland Security (DHS) investigate how a twice-deported illegal alien, accused of killing 29-year-old Grayson Davis in Bastrop County, Texas, was able to routinely",Allenna,Executive Affairs,Negative
Biden touts his climate legacy during landmark visit to Amazon rainforest,"President Joe Biden highlighted his climate legacy in Brazil on Sunday during a visit to the Amazon rainforest, the first by a sitting U.S. president.",Allenna,Domestic Affairs & Policy,Positive
Trump Trashes Democrats After Fake Outrage Over Biden Garbage Quote,"Mere hours after Donald Trump was falsely preaching love and acceptance and accusing Kamala Harris of running a campaign of hate, the former president was back to his same old antics.These are horrible people, said Trump at a North Carolina rally Wednes",Allenna,Personality/Character,Positive
The narrative that woke politics is why Trump won is nonsense,Some Democrats are blaming woke social justice activists for Trumps loss and failing to acknowledge the campaigns Harris and Biden actually ran.,Allenna,Election,Negative
Harris Sidelines Biden in Final Campaign Push,"With Election Day just over a week away, Vice President Kamala Harris is sidelining her boss, President Joe Biden, over concerns that the octogenarian is a political liability, Axios reported. The post Harris Sidelines Biden in Final Campaign Push appeared f",Allenna,Election,Negative
Senior Biden officials head to Israel as optimism grows over Lebanon cease-fire,"TEL AVIV, Israel - Senior White House officials will travel to Israel on Thursday, a U.S. official and a source briefed on the matter told NBC News, as the Biden administration intensifies efforts to end the conflicts in Lebanon and the Gaza Strip.",Allenna,Foreign Policy & Relations,Positive
"Bidens Garbage Smear Endangers Vulnerable Senate Democrats, Forces Them to Scramble to Distance","Vulnerable Democrat Senate candidates are scrambling away from President Joe Biden as his garbage smear on Trump supporters endangers candidates viability, while others refuse to say whether or not they actually think former President Donald Trumps suppor",Allenna,Personality/Character,Negative
Bidens garbage remarks give Trump and GOP new fodder on the trail,It sounded like the president was calling Trump supporters garbage. But the White House said he was talking about a joke made by a comedian at a Trump rally who disparaged Puerto Rico.,Allenna,Personality/Character,Neutral
"As Biden nears Trumps number of judicial confirmations, GOP may slow the process",The Senate has confirmed 217 of Mr. Bidens selections to serve on the federal bench and are aiming to approve more before Republicans take control.,Allenna,Executive Affairs,Neutral
It Is Time to Talk to North Korea,The Biden-Harris diplomatic freeze is ineffective and dangerous.The post It Is Time to Talk to North Korea appeared first on The American Conservative.,Allenna,Foreign Policy & Relations,Negative
Tim Walz defends Bidens trash talk about Trump supporters as other Dems distance from garbage comment,The Democratic vice presidential candidate rejected suggestions that Biden should be sidelined from the campaign.,Allenna,Personality/Character,Positive
Why the U.S. is supplying anti-personnel mines to Ukraine,"The Biden administration has decided to provide anti-personnel mines to Ukraine. Those are controversial because they are designed to be used against people, not vehicles. CBS News senior White House correspondent Weijia Jiang has the details.",Allenna,Foreign Policy & Relations,Negative
What to know about Russia-Ukraine war after approval of American-made weapons for Ukraine,"Former U.S. Ambassador to Russia John Sullivan, who served under the Biden and Trump administrations, joins CBS Mornings to discuss the impact and timing of President Bidens approval of Ukraine using U.S.-made long-range weapons in Russia.",Allenna,Foreign Policy & Relations,Neutral
Biden Appears To Call Trump Voters Garbage In Response To Insult Comics Puerto Rico Jab,Biden appeared to refer to Trumps supporters as garbage Tuesday in a Zoom call with the organization Voto Latino following comments made at a Trump rally.,Allenna,Personality/Character,Negative
"Biden Rejects Accusations of Irrelevancy: Heads to Scranton, Pennsylvania, to Prove Doubters Wrong","Departing President Joe Biden on Monday rejected allegations he has been ignored and abandoned by Vice President Kamala Harris on the campaign trail, confidently asserting he was bound for his hometown of Scranton, Pennsylvania, to prove the doubters wrong.T",Allenna,Election,Positive
The Biden/Harris LNG Export Policies Are Losing Credibility,The LNG export policies of the Biden/Harris administration are taking on a tone of political cynicism in the Presidents waning days in office.,Allenna,Domestic Affairs & Policy,Negative
Biden has become notably quiet after the 2024 election and Democrats loss,"At a delicate moment in the U.S. and for the world, President Joe Biden has been notably quiet lately",Allenna,Election,Negative
White House Staff Reportedly Overruled Official Transcribers To Cover Up Bidens Garbage Moment,"The White House press office overruled concerns to alter a transcript in order to cover up Bidens garbage slur, two U.S. government officials told The AP.",Allenna,Executive Affairs,Negative
"Biden-Harris Admin Taps Org That Backs Open Borders, Reparations To Help Dole Out Taxpayer Dollars In Red States",The Biden-Harris administration selected a left-wing entity that pushes radical activism to disburse taxpayer dollars in predominantly-Republican states.,Allenna,Domestic Affairs & Policy,Negative
Mike Bloomberg slams Democrats for concealing Bidens decline: Probably wasnt great to cover up infirmities,The former mayor suggested that Democrats might ask themselves how exactly they lost to...an ailing 78-year-old who much of the country despises.,Allenna,Personality/Character,Negative
NYC voter bags perfect response to Biden trashing MAGA backers: People were cheering,A Brit who says she became a US citizen to vote for Donald Trump was cheered when she wore a trash bag to the polls last week to protest President Biden calling MAGA supporters garbage.,Allenna,Personality/Character,Negative
Biden to cast early vote in Delaware with Election Day over a week away,President Biden is casting his ballot months after opting to abandon his reelection bid and endorsing Vice President Kamala Harris for the Democratic nomination.,Allenna,Election,Neutral
Biden will become the first sitting US president to visit the Amazon rainforest,Joe Biden will become the first U.S. president to set foot in the Amazon rainforest during a brief stop in the Brazilian city of Manaus,Allenna,Foreign Policy & Relations,Neutral
"Democrat Officials: If Anyone Should Get the Blame for a Trump Win, Its Biden","If Kamala Harris loses the election, several Democrat officials believe that Joe Biden will be to blame, a new Politico Playbook report revealed.The post Democrat Officials: If Anyone Should Get the Blame for a Trump Win, Its Biden appeared first on Breit",Allenna,Election,Negative
Bidens Justice Department tells Elon Musk his $1 million voter giveaways could be illegal,"Justice Department officials put tech mogul Elon Musk on notice and warned him that his America PAC may be flouting federal law with its $1 million giveaways to registered voters, according to a report. The Biden Harris administrations DOJs public integrity",Allenna,Executive Affairs,Neutral
AP sources: Biden for the first time OKs Ukraines use of US-supplied long-range missiles in Russia,President Joe Biden has for the first time authorized the use of U.S.-supplied long-range missiles by Ukraine to strike inside Russia,Allenna,Foreign Policy & Relations,Neutral
Theres no ceasefire in sight for Israels Gaza war. Why not?,"In the year following Hamass October 7 attacks on Israel, there has only been one successful pause in hostilities: a week in November during which Hamas traded 110 Israeli captives for 240 Palestinian prisoners. Since then the Biden administration has repeat",Allenna,Foreign Policy & Relations,Negative
"460,000 Borrowers Seeking Lower Payments And Student Loan Forgiveness Failed By Servicer, Says Biden Administration","A major student loan servicer is facing accusations that it mishandled borrower accounts, jeopardizing loan forgiveness and reduced payments for hundreds of thousands.",Allenna,Domestic Affairs & Policy,Negative
Another Trump Presidency Mortifies Those Impacted By His First Killing Spree,President Joe Biden has made no visible progress toward his campaign promise of working to end the federal death penalty.,Allenna,Domestic Affairs & Policy,Negative
Biden Lets Ukraine Hit Russia With Long-Range Missiles-A Major Reversal After North Korea Joins Fight,Biden made the decision after North Korea sent troops to help Russias military in western Ukraine.,Allenna,Foreign Policy & Relations,Negative
Harris On Bidens Garbage Gaffe: I Strongly Disagree With Any Criticism Of People Based On Who They Vote For,"Biden was widely criticized for appearing to call former President Donald Trumps supporters garbage, before later clarifying he was referring to comedian Tony Hinchcliffes comments about Puerto Rico at Trumps rally Sunday.",Allenna,Personality/Character,Neutral
Joe Biden Says He Would Like to Take Trump For a Swim in Menacing Quip,"Id like to take that guy for a swim out there, President Joe Biden said in Baltimore on Tuesday, threatening to drown former President Donald Trump. The post Joe Biden Says He Would Like to Take Trump For a Swim in Menacing Quip appeared first on Breitb",Allenna,Personality/Character,Negative
Biden fades into the background at his final international summits: From the Politics Desk,President Joe Bidens final international summits almost certainly would have played out differently had the elections back home gone as he had hoped.,Allenna,Foreign Policy & Relations,Negative
Yellen says isolationism made America and the world worse off in speech to global finance leaders,"Treasury Secretary Janet Yellen is telling world financial leaders that the U.S. economy has grown stronger because the Biden administration rejected isolationism, offering a barely veiled criticism of former President Donald Trumps policies two weeks...",Allenna,Domestic Affairs & Policy,Positive
"Dean Phillips, Early Challenger To Biden In 2024: I Would Do It All Again","The Minnesota congressman, whose 2024 primary campaign first raised the age issue that eventually toppled Biden, said he only regrets that others did not stand up with him.",Allenna,Personality/Character,Negative
Bidens garbage slur reflects Democrats snobbery - and could cost Harris the presidency,It was a basket of deplorables moment that came at the worst possible time for the Kamala Harris campaign.,Allenna,Personality/Character,Negative
Kamala Harris simply cannot escape her ties to Biden and his disastrous administration,Kamala Harris had one job Tuesday night - to separate herself from the last four years of a failed administration and make a persuasive case that the next four years under her leadership would be like night and day.,Allenna,Personality/Character,Negative
"Biden marks his climate legacy during Amazon visit, asserting nobody can reverse it","Some may seek to deny or delay the clean energy revolution thats underway in America, but nobody - nobody - can reverse it, Biden said. But Trump has vowed to roll back those plans.",Allenna,Domestic Affairs & Policy,Negative
Biden goes off script - again - causing a distraction for Harris in campaigns home stretch,President Joe Biden was very publicly trying to rein himself in.  Its not the first time Biden has created problems by going off script.  Shortly before...,Allenna,Personality/Character,Negative
"Biden-Harris, Leftist Lawfare Warriors Are Blocking Efforts To Keep Noncitizens From Voting","The most current, verified information is available. Yet, Washington, D.C. will not share it with us, said Iowa Secretary of State Paul Pate.",Allenna,Election,Neutral
Harris allies seek to keep the Biden coalition in the fold,"As President Joe Biden fought to remain in the presidential race this summer, advisers often argued there existed a Biden coalition - a cohort only the incumbent could hold together.",Allenna,Election,Positive
Trump Takes Battleground Pennsylvania,"In Pennsylvania, Donald Trump did better than he did in 2020, and Kamala Harris performed worse than Joe Biden did in 2020.",Allenna,Election,Neutral
Donald Trump wears garbage worker vest to rally in critical swing state,"The day after President Joe Biden called Trump supporters garbage, former President Donald Trump addressed thousands of supporters in Green Bay, Wisconsin, while wearing a high visibility garbage worker vest.",Allenna,Personality/Character,Negative
"In reversal, Thune seeks to slow down Bidens judicial nominees",Senate Democrats are expected to dedicate hours of floor time in coming weeks as a last-minute effort to confirm President Joe Bidens nominees to the federal judiciary.,Allenna,Executive Affairs,Neutral
"Michigan Muslims divided over the election, slam the Biden administrations handling of the war in Gaza","Fox News Digital spoke with Arab-Americans and Muslims in Detroit and Hamtramck, Michigan, about which presidential candidate they are voting for this upcoming election.",Allenna,Foreign Policy & Relations,Negative
"No matter the 2024 elections result, no one will mourn the end of Joe Bidens presidency","Americans dont agree on much these days but no matter the election results, one outcome is certain: There will be no mourning over the end of Joe Bidens presidency.",Allenna,Personality/Character,Negative
"Exclusive-Bryan Posthumus: Biden-Harris EV Mandates Will Wreck Michigans Economy, But Gretchen Whitmer Is Too Busy Chasing Social Media Fame to Care","Michigan has long been the beating heart of Americas auto industry. But under Democrat Gov. Gretchen Whitmer and the disastrous policies coming from the Biden-Harris administration in D.C., this legacy is being dismantled.The post Exclusive-Bryan Posthumus:",Allenna,Domestic Affairs & Policy,Negative
"Iran tells UN: Biden has signaled US approval, support for attack on Iran","The United States will bear full responsibility for its role in instigating, inciting and enabling any acts of aggression by Israel against the Islamic...",Allenna,Foreign Policy & Relations,Negative
Eye Opener: President Bidens controversial comment threatens to undermine Harris message,"A controversial comment from President Biden threatens to undermine Kamala Harris closing argument on unity and getting things done. Also, former President Trump does some damage control after racist remarks were made by a comedian at his New York rally. All",Allenna,Personality/Character,Negative
"Democrats huge mistake, revolt of the working class and other commentary","Donald Trump won because the electorate rejected the Biden-Harris administration, argues New York magazines Jonathan Chait.",Allenna,Election,Negative
Michigan 2024 Trump-Harris Polls: Trump Leads In Latest Survey-But Race Remains Tight,Biden flipped Michigan in the 2020 election.,Allenna,Election,Neutral
What does Bidens decision to allow Ukraine to use longer-range US weapons mean?,The U.S. will allow Ukraine to use American-supplied longer-range weapons to conduct strikes inside Russian territory,Allenna,Foreign Policy & Relations,Neutral
CNN Embraces Election-Night Uncertainty: Nobody Has Any Idea How This Is Going to End,"The network made its mark this cycle hosting the historic Trump-Biden debate and more than a dozen town halls, with Harris taking the stage Wednesday. As the Magic Wall returns, Jake Tapper and Dana Bash talk to VF about plans to cover the results for as long",Allenna,Election,Neutral
Speaker Mike Johnson hints at what were all thinking about the Eric Adams prosecution: Its Biden-style retaliation,"House Speaker Mike Johnson suggested Eric Adams legal troubles might be hardball Biden politics. On the evidence, hes likely right.",Allenna,Executive Affairs,Neutral
Biden Skips Harris Election Watch Party To Hang At White House,"Biden wont be attending Harris election party, opting instead to watch the results pour in from the White House, an administration official told NBC News.",Allenna,Election,Negative
Treated you like garbage: Trump uses Biden criticism as rallying cry in battleground North Carolina,"Former President Trump said the Biden-Harris administration has treated the American people like garbage during a rally Wednesday afternoon in Rocky Mount, North Carolina.",Allenna,Personality/Character,Negative
"Act now for $7,500 EV tax credit: Theres real risk Trump will axe funding in 2025, lawyer says","Prospective car buyers considering an electric vehicle may need to act fast to get a Biden-era EV tax credit worth up to $7,500, due to the likelihood that President-elect Donald Trump and Republicans on Capitol Hill will axe those savings in tax negotiations",Allenna,Domestic Affairs & Policy,Neutral
Biden sees opportunity to potentially end Israel-Iran fighting for a while,U.S. President Joe Biden said on Friday there was an opportunity to deal with Israel and Iran in a way that potentially ends their conflict in the Middle...,Allenna,Foreign Policy & Relations,Positive
Kremlin makes stark warning after Biden lets Ukraine use long-range missiles,"The Kremlin says President Bidens decision to let Ukraine fire missiles deep into Russia could lead to a world war. Bidens approval of the weapons deployment marks a large shift in policy as the conflict in the region nears its 1,000th day. CBS News senior",Allenna,Foreign Policy & Relations,Negative
"Biden promised to visit a Native American tribe. Hes finally going, in a swing state","Biden visits Arizona on Friday to apologize for the horrors of the federal Indian boarding schools that ran for over 150 years, and also trumpet the administrations policies to help Native American communities.",Allenna,Domestic Affairs & Policy,Positive
Harris promises to represent all Americans after Biden garbage remark,"WASHINGTON - Kamala Harris said she disagrees with any criticism of people based on who they vote for, reacting after U.S. President Joe Bidens reference to Donald Trumps supporters and garbage.I will represent all Americans, including those who don",Allenna,Personality/Character,Negative
"After Biden calls Trump voters garbage, top Harris surrogate says women around Trump are weak, dumb",The Shark Tank co-hosts insult triggered a fierce backlash from Trumps campaign and his female allies.,Allenna,Personality/Character,Negative
"Blaze News original: While Biden-Harris cheer southern border victories, a migrant invasion from Canada grows","The Biden-Harris administration, in an attempt to deflect blame for the unprecedented immigration crisis it has created and overseen for the past several years, frequently highlights the reduced number of crossings at the southern border. Meanwhile, both the",Allenna,Domestic Affairs & Policy,Negative
White House Attempts Clean-Up After Joe Biden Appears to Call Trump Supporters Garbage,Bidens off-the-cuff remark-which the White House has tried to clarify referred to rhetoric not people-recalls Hillary Clintons basket of deplorables controversy.,Allenna,Personality/Character,Negative
"Biden in Delaware, Harris at Beyonce Concert amid Israeli Strikes on Iran: Who Is in the White House?","As Israel engages in targeted military action against Iran, President Joe Biden and Vice President Kamala Harris are facing backlash for prioritizing personal engagements amid growing concerns that a lack of U.S. leadership at such a crucial moment could furt",Allenna,Foreign Policy & Relations,Negative
Fared Terribly: Price Of Middle Class Staples Has Exploded Under Biden-Harris Admin,Many of the traditional milestones of the American middle class have increasingly fallen out of reach under the Biden-Harris administration.,Allenna,Domestic Affairs & Policy,Negative
Exclusive -- JD Vance: Disgusting that Biden Called Trump Supporters Garbage; Imagine What They Say in Private,"It is disgusting that President Joe Biden called supporters of former President Donald Trump garbage at a campaign event for Vice President Kamala Harris, but that is likely just the tip of the iceberg, according to Sen. JD Vance, who said on Breitbart Ne",Allenna,Personality/Character,Negative
Biden/Harris Deliver More Migrants than Jobs in October,"President Joe Bidens border deputies invited four times more migrants in October than businesses created additional jobs, according to data obtained by NewsNation.The post Biden/Harris Deliver More Migrants than Jobs in October appeared first on Breitbart.",Allenna,Domestic Affairs & Policy,Negative
Biden to unveil $3 billion investment in U.S. ports in Baltimore,President Biden will announce initiative to modernize ports across the U.S. and improve working conditions for dockworkers.,Allenna,Domestic Affairs & Policy,Positive
Trump Campaign Challenges Kamala Harris to Disavow Bidens Garbage Insult,The Trump-Vance campaign demanded Tuesday evening that Vice President Kamala Harris disavow President Joe Bidens comment that Trump supporters were garbage.The post Trump Campaign Challenges Kamala Harris to Disavow Bidens Garbage Insult appeared fir,Allenna,Personality/Character,Negative
Michigan 2024 Trump-Harris Polls: Harris Leads In 3 Latest Polls-But Race Remains Tight,Biden flipped Michigan in the 2020 election.,Allenna,Election,Neutral
Retail Expert Warns of Weak Holiday Shopping Season with Consumers Stressed by Inflation,A former Target executive and retail expert is warning of a not-so-jolly holiday shopping season as Americans struggle in President Joe Biden (D) and Vice President Kamala Harriss (D) economy.The post Retail Expert Warns of Weak Holiday Shopping Season with,Allenna,Domestic Affairs & Policy,Negative
Biden to apologize for past U.S. policy on boarding schools for Indigenous children,U.S. President Joe Biden is scheduled to formally apologize on Friday to Indigenous Americans for the governments role in the abuse and neglect of children sent to federal boarding schools to assimilate them into white society.,Allenna,Personality/Character,Positive
Russian lawmaker says Biden is risking WW3 with missile decision,MOSCOW (Reuters) -Russian lawmaker Maria Butina said on Monday that the administration of President Joe Biden was risking World War Three if it had allowed...,Allenna,Foreign Policy & Relations,Negative
"Kamala Harris grim border czar legacy: 2,700 migrants who died crossing into US","With its open border policies, this administration is most definitely to blame for the increase in deaths, says a border sheriff whose office has found 42 migrants dead under the Biden-Harris administration.",Allenna,Domestic Affairs & Policy,Negative
"Biden on Israels plans to respond to Iran attack, Middle East peace",President Biden spoke to reporters before departing Germany. Mr. Biden commented on the potential to move forward with cease-fires in Lebanon and Gaza after Israels operation that killed Hamas leader Yahya Sinwar. Mr. Biden also said he has a good understan,Allenna,Foreign Policy & Relations,Positive
President Biden Delivers Speech About the Election,State of the Union: The president promised an orderly transition.The post President Biden Delivers Speech About the Election appeared first on The American Conservative.,Allenna,Election,Neutral
"Dem Candidate For N.C. Governor Wont Condemn Biden, Harris For Calling Trump Supporters Garbage And Nazis",Gubernatorial candidate Josh Stein has remained silent on Biden calling Trump supporters garbage and Harris campaign calling them Nazis.,Allenna,Personality/Character,Negative
Simone Biles sends message to Joe Biden after Kamala Harris defeat: Straighten your back,Olympic gymnast Simone Biles had a message for President Joe Biden less than 24 hours after Donald Trump was elected the 47th President of the United States.,Allenna,Personality/Character,Negative
Michigan 2024 Trump-Harris Polls: Harris Leads Narrowly In Latest Survey,Biden flipped Michigan in the 2020 election.,Allenna,Election,Neutral
"After His Garbage, Jim Eagle, Semi-Fascism Rhetoric, Biden Asks Americans to Bring Down the Temperature","Although part of President Joe Bidens closing argument in the 2024 campaign was calling Donald Trumps supporters garbage, he is now calling for America to... Read MoreThe post After His Garbage, Jim Eagle, Semi-Fascism Rhetoric, Biden Asks American",Allenna,Personality/Character,Negative
Watch - Donald Trump Rides Garbage Truck to Wisconsin Rally: 250 Million People Are Not Garbage,Former President Donald Trump rode in a garbage truck on Wednesday to his Wisconsin rally in response to President Joe Biden trashing millions of Americans as garbage.The post Watch - Donald Trump Rides Garbage Truck to Wisconsin Rally: 250 Million People,Allenna,Personality/Character,Negative
Biden To Apologize For Indian Boarding School System,"At least 18,000 children, some as young as 4, were taken from their parents and forced to attend schools that sought to assimilate them.",Allenna,Personality/Character,Positive
Forbes Daily: The Biden Administrations 11th Hour Antitrust Tech Push,"Fridays edition of Forbes Daily covers American Airlines gate lice crackdown, DOJ proposes Google sell Chrome, CFPB changes, the fortune of bitcoins founder and more.",Allenna,Domestic Affairs & Policy,Neutral
Biden And Harris Horrible Helene Response Could Have Sealed Democrats Fate In North Carolina,"A week after the storm, a man came into the GOP office to ask about volunteering. Ill have to do it around my wifes funeral, the teary-eyed man said. My country needs me.",Allenna,Domestic Affairs & Policy,Negative
"Joe Bidens garbage gaffe: Letters to the Editor - Nov. 1, 2024",NY Post readers discuss President Biden calling supporters of former President Donald Trump garbage.,Allenna,Personality/Character,Negative
"Late-night hosts ignore, downplay Bidens garbage insult of Trump supporters after panning Puerto Rico joke","President Biden received some cover from his late show supporters Stephen Colbert and Jimmy Kimmel, shrugging off his controversial garbage comment about Trump supporters.",Allenna,Personality/Character,Negative
"A step-by-step look at how the White House, media sprung into action after Bidens garbage comment toward Trump supporters","Moments after President Biden shook up the 2024 campaign by calling Trump supporters garbage, the White House and prominent media figures sprang into action to try and tamp down the severity of the commander in chiefs insult.",Allenna,Personality/Character,Negative
US Soldier Injured During Bidens Failed Gaza Pier Operation Has Died,"A U.S. Army soldier died last week after suffering non-combat injuries earlier this year while supporting President Joe Bidens humanitarian pier off the coast of Gaza, the military announced Monday.The post US Soldier Injured During Bidens Failed Gaza Pier",Allenna,Foreign Policy & Relations,Negative
"WATCH: Journalists Deny Reality, Claim Biden Didnt Call Trump Supporters Garbage in Latest Misinformation Scandal","President Joe Biden called Donald Trump supporters garbage on Tuesday, according to a transcript posted by CNN correspondent MJ Lee, not to mention the fact that there is video of Biden saying it. The only garbage I see floating out there is [Trump] suppor",Allenna,Personality/Character,Negative
Breitbart Business Digest: Biden-Harriss Excess Inflation Points to Big Trump Win,"Economist Robert J. Gordons recent study on economic indicators and electoral outcomes offers a data-driven forecast for the Biden-Harris administrations reelection chances, and the numbers dont look promising for the Democrats.The post Breitbart Business",Allenna,Election,Negative
"As Irans Proxies Target US Troops, Biden-Harris Admin Privately Claims No Iranians Have Launched Drone Attacks on Americans in Past Year","The Biden-Harris administration is privately claiming to Congress that no Iranians have been involved in drone attacks on Americans over the past year, drawing criticism from lawmakers and experts who say the government is intentionally denying the extent of",Allenna,Foreign Policy & Relations,Negative
Biden looks to maintain relevance in political conversation in final sprint to Election Day,Hes determined to keep up a busy schedule during the final sprint to Nov. 5 even as many in his party appear to be keeping their distance from him.,Allenna,Election,Positive
Biden to Apologize for 150-year Indian Boarding School Policy,President Joe Biden is expected to formally apologize on Friday for the countrys role in the Indian boarding school system.,Allenna,Personality/Character,Negative
Trump reacts to Joe Bidens garbage comment during Pennsylvania rally,Former President Donald Trump called it terrible on Tuesday that President Biden referred to his supporters as garbage.,Allenna,Personality/Character,Negative
President Biden welcomes 2024 NBA champion Boston Celtics to White House,President Joe Biden welcomed Coach Joe Mazzulla and the Boston Celtics to the White House to celebrate the franchises unprecedented 18th NBA championship,Allenna,Personality/Character,Positive
Biden to apologize to Native Americans for U.S. boarding school atrocities,President Biden is in Arizona Friday where hes expected to apologize to Native Americans for atrocities that took place at U.S. government-run boarding schools. CBS News congressional correspondent Scott MacFarlane has more.,Allenna,Domestic Affairs & Policy,Positive
"The week in whoppers: NY Times analysts reveal their hatred for America, ex-Biden aide Jen Psaki slams Elon Musk and more",A New York Times column claimed that America revealed her true self to black women after President-elect Donald Trumps victory on Tuesday.,Allenna,Personality/Character,Positive
Forbes Daily: A New Face Joins List Of Worlds 10 Richest People,"Tuesdays edition of Forbes Daily covers AI security concerns at Hugging Face, Disney seeking next CEO, best airports, Bidens birth control push, Spirit Airlines and more.",Allenna,Domestic Affairs & Policy,Neutral
"Biden allows Ukraine to use U.S. arms to strike deep inside Russia, officials say","President Joe Bidens administration will allow Ukraine to use U.S.-provided weapons to strike deep into Russian territory, sources told Reuters.",Allenna,Foreign Policy & Relations,Negative
"Christians Will Help America End Biden-Harris Horror Show, Trump Says at Georgia Faith Event","If more Christians and gun owners voted, Republicans never would lose an election, former President Donald Trump said Wednesday at a campaign event in battleground... Read MoreThe post Christians Will Help America End Biden-Harris Horror Show, Trump Says a",Allenna,Personality/Character,Negative
Biden-Harris Admins Favorite Hydrogen Energy Company Is Scaling Down Production in America-and Ramping It Up in Saudi Arabia,"After the Biden-Harris administration outlined strict eco-friendly eligibility rules for its lucrative $100 billion hydrogen production tax credit late last year, it immediately touted a passionate endorsement from the Pennsylvania-based energy corporation Ai",Allenna,Domestic Affairs & Policy,Negative
"In 3 Charts, the Biden-Harris Admins Legacy of Debt","President Joe Biden will leave office on Jan. 20, 2025. Although the Biden-Harris administration has been riddled with flawed and failed policies, perhaps the most... Read MoreThe post In 3 Charts, the Biden-Harris Admins Legacy of Debt appeared first on Th",Allenna,Domestic Affairs & Policy,Negative
Biden Calls Out Musk Over Report the Tesla CEO Once Worked in the U.S. Illegally,He slammed Musk for hypocrisy on immigration following a report the Tesla CEO once worked illegally in the U.S. Musk denies the allegation.,Allenna,Personality/Character,Positive
Exclusive - Sen. Marsha Blackburn: Kamalas Campaign of Joy Evaporated Amid Economic Realities,"Voters are flocking to Donald Trump as they seek to turn the page from the Biden-Harris administrations failed economy, Sen. Marsha Blackburn (R-TN) told host Matt Boyle in an appearance on Breitbart News Saturday.The post Exclusive - Sen. Marsha Blackburn:",Allenna,Domestic Affairs & Policy,Negative
CBSs Brennan: Voters Inaccurately Blamed Biden for Spike in Rent Prices,"During CBSs coverage of Tuesdays election, CBS Face the Nation host and CBS Chief Foreign Affairs Correspondent Margaret Brennan said that voters in battleground states inaccurately blamed President Joe Biden for rent spiking since he took office because",Allenna,Domestic Affairs & Policy,Positive
Biden is deeply concerned about the release of secret documents on Israels possible attack plans,White House national security spokesman John Kirby says President Joe Biden is deeply concerned about the unauthorized release of classified documents on Israels preparation for a potential retaliatory attack on Iran,Allenna,Foreign Policy & Relations,Neutral
Biden sets off a firestorm with his response to Trump rally comedians Puerto Rico comments,"The president appeared to refer to Trump supporters as garbage, although he and the White House said he misspoke and was referring to the comedians remarks.",Allenna,Personality/Character,Negative
Native Americans react to Biden apology as a good first step,"WASHINGTON - President Joe Biden visited the Gila River Indian Community in Arizona on Friday to deliver a long-awaited official apology to Native Americans for the federal boarding school system that severed the family, tribal and cultural ties of thousands",Allenna,Domestic Affairs & Policy,Positive
Michelle Obama made the case for abortion rights in a way Joe Biden never could,"In one of the most powerful speeches of the election cycle thus far, former first lady Michelle Obama laid out the effects of rolling back abortion care in some of the clearest terms that Democrats have used yet. During remarks that she delivered in Kalamazoo",Allenna,Domestic Affairs & Policy,Negative
Biden looks to maintain relevance in political conversation in final sprint to Election Day,President Joe Bidens 50 years in elected office are nearing their end,Allenna,Election,Negative
Airline CEOs and Transportation Secretary Buttigieg fight over regulations even after election,"The Biden administration is on its way out of power, but thats not ending the arguments between the administration and airlines that think they are being over-regulated",Allenna,Domestic Affairs & Policy,Negative
Biden is letting Ukraine use a powerful new weapon. What happens next?,"Nearly three years into Russias full-scale invasion into Ukraine, the Biden administration gave Ukraine the green light to strike deeper into Russia using US-supplied longer-range missiles. The Ukrainian military quickly put that permission to use: On Tuesda",Allenna,Foreign Policy & Relations,Neutral
